STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2020
Iowa,Delaware County,17764,16937
Iowa,Des Moines County,40325,38708
Iowa,Dickinson County,16667,17549
Iowa,Dubuque County,93653,97590
Iowa,Emmet County,10302,9095
Iowa,Fayette County,20880,19258
Iowa,Floyd County,16303,15480
Iowa,Franklin County,10680,9971
Iowa,Fremont County,7441,6729
Iowa,Greene County,9336,8795
Iowa,Grundy County,12453,12217
Iowa,Guthrie County,10954,10737
Iowa,Hamilton County,15673,14716
Iowa,Hancock County,11341,10507
Iowa,Hardin County,17534,16575
Iowa,Harrison County,14928,13928
Iowa,Henry County,20145,19697
Iowa,Howard County,9566,9176
Iowa,Humboldt County,9815,9473
Iowa,Ida County,7089,6833
Iowa,Iowa County,16355,16138
Iowa,Jackson County,19848,19205
Iowa,Jasper County,36842,37148
Iowa,Jefferson County,16843,18347
Iowa,Johnson County,130882,153740
Iowa,Jones County,20638,20617
Iowa,Keokuk County,10511,10085
Iowa,Kossuth County,15543,14680
Iowa,Lee County,35862,33480
Iowa,Linn County,211226,227854
Iowa,Louisa County,11387,11011
Iowa,Lucas County,8898,8518
Iowa,Lyon County,11581,11756
Iowa,Madison County,15679,16521
Iowa,Mahaska County,22381,22370
Iowa,Marion County,33309,33168
Iowa,Marshall County,40648,39495
Iowa,Mills County,15059,14766
Iowa,Mitchell County,10776,10647
Iowa,Monona County,9243,8598
Iowa,Monroe County,7970,7770
Iowa,Montgomery County,10740,9935
Iowa,Muscatine County,42745,42394
Iowa,O'Brien County,14398,13679
Iowa,Osceola County,6462,5987
Iowa,Page County,15932,15073
Iowa,Palo Alto County,9421,8845
Iowa,Plymouth County,24986,25219
Iowa,Pocahontas County,7310,6607
Iowa,Polk County,430640,494281
Iowa,Pottawattamie County,93158,93328
Iowa,Poweshiek County,18914,18381
Iowa,Ringgold County,5131,4801
Iowa,Sac County,10350,9603
Iowa,Scott County,165224,173216
Iowa,Shelby County,12167,11430
Iowa,Sioux County,33704,35043
Iowa,Story County,89542,98237
Iowa,Tama County,17767,16801
Iowa,Taylor County,6317,6092
Iowa,Union County,12534,12157
Iowa,Van Buren County,7570,7069
Iowa,Wapello County,35625,34985
Iowa,Warren County,46225,52265
Iowa,Washington County,21704,21992
Iowa,Wayne County,6403,6415
Iowa,Webster County,38013,35934
Iowa,Winnebago County,10866,10277
Iowa,Winneshiek County,21056,19862
Iowa,Woodbury County,102172,103138
Iowa,Worth County,7598,7359
Iowa,Wright County,13229,12416
Kansas,Allen County,13371,12399
Kansas,Anderson County,8102,7949
Kansas,Atchison County,16924,16015
Kansas,Barber County,4861,4358
Kansas,Barton County,27674,25658
Kansas,Bourbon County,15173,14435
Kansas,Brown County,9984,9482
Kansas,Butler County,65880,66992
Kansas,Chase County,2790,2586
Kansas,Chautauqua County,3669,3230
Kansas,Cherokee County,21603,19681
Kansas,Cheyenne County,2726,2600
Kansas,Clark County,2215,1963
Kansas,Clay County,8535,8025
Kansas,Cloud County,9533,8642
Kansas,Coffey County,8601,8158
Kansas,Comanche County,1891,1690
Kansas,Cowley County,36311,34628
Kansas,Crawford County,39134,38730
Kansas,Decatur County,2961,2776
Kansas,Dickinson County,19754,18266
Kansas,Doniphan County,7945,7496
Kansas,Douglas County,110826,122530
Kansas,Edwards County,3037,2750
Kansas,Elk County,2882,2507
Kansas,Ellis County,28452,28671
Kansas,Ellsworth County,6497,6034
Kansas,Finney County,36776,35917
Kansas,Ford County,33848,33094
Kansas,Franklin County,25992,25703
Kansas,Geary County,34362,32218
Kansas,Gove County,2695,2621
Kansas,Graham County,2597,2389
Kansas,Grant County,7829,7077
Kansas,Gray County,6006,5954
Kansas,Greeley County,1247,1196
Kansas,Greenwood County,6689,5868
Kansas,Hamilton County,2690,2425
Kansas,Harper County,6034,5336
Kansas,Harvey County,34684,34291
Kansas,Haskell County,4256,3923
Kansas,Hodgeman County,1916,1779
Kansas,Jackson County,13462,13171
Kansas,Jefferson County,19126,19032
Kansas,Jewell County,3077,2833
Kansas,Johnson County,544179,607220
Kansas,Kearny County,3977,3745
Kansas,Kingman County,7858,6974
Kansas,Kiowa County,2553,2456
Kansas,Labette County,21607,19586
Kansas,Lane County,1750,1518
Kansas,Leavenworth County,76227,82246
Kansas,Lincoln County,3241,2986
Kansas,Linn County,9656,9654
Kansas,Logan County,2756,2732
Kansas,Lyon County,33690,33045
Kansas,McPherson County,29180,28448
Kansas,Marion County,12660,11652
Kansas,Marshall County,10117,9652
Kansas,Meade County,4575,4029
Kansas,Miami County,32787,34334
Kansas,Mitchell County,6373,5879
Kansas,Montgomery County,35471,31502
Kansas,Morris County,5923,5559
Kansas,Morton County,3233,2538
Kansas,Nemaha County,10178,10121
Kansas,Neosho County,16512,15929
Kansas,Ness County,3107,2768
Kansas,Norton County,5671,5328
Kansas,Osage County,16295,15770
Kansas,Osborne County,3858,3439
Kansas,Ottawa County,6091,5712
Kansas,Pawnee County,6973,6366
Kansas,Phillips County,5642,5181
Kansas,Pottawatomie County,21604,24722
Kansas,Pratt County,9656,9127
Kansas,Rawlins County,2519,2511
Kansas,Reno County,64511,61793
Kansas,Republic County,4980,4536
Kansas,Rice County,10083,9362
Kansas,Riley County,71115,73202
Kansas,Rooks County,5181,4827
Kansas,Rush County,3307,2947
Kansas,Russell County,6970,6804
Kansas,Saline County,55606,53926
Kansas,Scott County,4936,4790
Kansas,Sedgwick County,498365,519907
Kansas,Seward County,22952,21038
Kansas,Shawnee County,177934,175999
Kansas,Sheridan County,2556,2520
Kansas,Sherman County,6010,5777
Kansas,Smith County,3853,3544
Kansas,Stafford County,4437,4046
Kansas,Stanton County,2235,1969
Kansas,Stevens County,5724,5388
Kansas,Sumner County,24132,22578
Kansas,Thomas County,7900,7702
Kansas,Trego County,3001,2758
Kansas,Wabaunsee County,7053,6906
Kansas,Wallace County,1485,1536
Kansas,Washington County,5799,5427
Kansas,Wichita County,2234,2074
Kansas,Wilson County,9409,8362
Kansas,Woodson County,3309,3015
Kansas,Wyandotte County,157505,165265
Kentucky,Adair County,18656,19555
Kentucky,Allen County,19956,21303
Kentucky,Anderson County,21421,22833
Kentucky,Ballard County,8249,7769
Kentucky,Barren County,42173,44300
Kentucky,Bath County,11591,12481
Kentucky,Bell County,28691,25482
Kentucky,Boone County,118811,135396
Kentucky,Bourbon County,19985,19901
Kentucky,Boyd County,49542,46516
Kentucky,Boyle County,28432,30367
Kentucky,Bracken County,8488,8286
Kentucky,Breathitt County,13878,12550
Kentucky,Breckinridge County,20059,20537
Kentucky,Bullitt County,74319,82182
Kentucky,Butler County,12690,12703
Kentucky,Caldwell County,12984,12687
Kentucky,Calloway County,37191,39300
Kentucky,Campbell County,90336,94020
Kentucky,Carlisle County,5104,4692
Kentucky,Carroll County,10811,10730
Kentucky,Carter County,27720,26542
Kentucky,Casey County,15955,16066
Kentucky,Christian County,73955,71478
Kentucky,Clark County,35613,36463
Kentucky,Clay County,21730,19631
Kentucky,Clinton County,10272,10110
Kentucky,Crittenden County,9315,8847
Kentucky,Cumberland County,6856,6523
Kentucky,Daviess County,96656,101978
Kentucky,Edmonson County,12161,12235
Kentucky,Elliott County,7852,7372
Kentucky,Estill County,14672,14109
Kentucky,Fayette County,295803,324735
Kentucky,Fleming County,14348,14603
Kentucky,Floyd County,39451,34974
Kentucky,Franklin County,49285,51118
Kentucky,Fulton County,6813,5952
Kentucky,Gallatin County,8589,8779
Kentucky,Garrard County,16912,17719
Kentucky,Grant County,24662,25387
Kentucky,Graves County,37121,36818
Kentucky,Grayson County,25746,26480
Kentucky,Green County,11258,10995
Kentucky,Greenup County,36910,34865
Kentucky,Hancock County,8565,8742
Kentucky,Hardin County,105543,111309
Kentucky,Harlan County,29278,25566
Kentucky,Harrison County,18846,18920
Kentucky,Hart County,18199,19013
Kentucky,Henderson County,46250,44740
Kentucky,Henry County,15416,16067
Kentucky,Hickman County,4902,4364
Kentucky,Hopkins County,46920,44662
Kentucky,Jackson County,13494,13340
Kentucky,Jefferson County,741096,767452
Kentucky,Jessamine County,48586,54057
Kentucky,Johnson County,23356,22002
Kentucky,Kenton County,159720,167949
Kentucky,Knott County,16346,14512
Kentucky,Knox County,31883,31022
Kentucky,Larue County,14193,14431
Kentucky,Laurel County,58849,61238
Kentucky,Lawrence County,15860,15436
Kentucky,Lee County,7887,7268
Kentucky,Leslie County,11310,9637
Kentucky,Letcher County,24519,21213
Kentucky,Lewis County,13870,13262
Kentucky,Lincoln County,24742,24466
Kentucky,Livingston County,9519,9041
Kentucky,Logan County,26835,27416
Kentucky,Lyon County,8314,8133
Kentucky,McCracken County,65565,65644
Kentucky,McCreary County,18306,17071
Kentucky,McLean County,9531,9075
Kentucky,Madison County,82916,94265
Kentucky,Magoffin County,13333,12017
Kentucky,Marion County,19820,19314
Kentucky,Marshall County,31448,31163
Kentucky,Martin County,12929,11031
Kentucky,Mason County,17490,17035
Kentucky,Meade County,28602,28616
Kentucky,Menifee County,6306,6502
Kentucky,Mercer County,21331,21889
Kentucky,Metcalfe County,10099,10058
Kentucky,Monroe County,10963,10549
Kentucky,Montgomery County,26499,28186
Kentucky,Morgan County,13923,13142
Kentucky,Muhlenberg County,31499,30457
Kentucky,Nelson County,43437,46450
Kentucky,Nicholas County,7135,7234
Kentucky,Ohio County,23842,23899
Kentucky,Oldham County,60316,66999
Kentucky,Owen County,10841,11017
Kentucky,Owsley County,4755,4331
Kentucky,Pendleton County,14877,14586
Kentucky,Perry County,28712,25456
Kentucky,Pike County,65024,57057
Kentucky,Powell County,12613,12218
Kentucky,Pulaski County,63063,65530
Kentucky,Robertson County,2282,2136
Kentucky,Rockcastle County,17056,16750
Kentucky,Rowan County,23333,24682
Kentucky,Russell County,17565,17998
Kentucky,Scott County,47173,58470
Kentucky,Shelby County,42074,49611
Kentucky,Simpson County,17327,18635
Kentucky,Spencer County,17061,19585
Kentucky,Taylor County,24512,25707
Kentucky,Todd County,12460,12448
Kentucky,Trigg County,14339,14776
Kentucky,Trimble County,8809,8481
Kentucky,Union County,15007,14443
Kentucky,Warren County,113792,134510
Kentucky,Washington County,11717,12147
Kentucky,Wayne County,20813,20209
Kentucky,Webster County,13621,12923
Kentucky,Whitley County,35637,36451
Kentucky,Wolfe County,7355,7106
Kentucky,Woodford County,24939,26765
Louisiana,Acadia Parish,61773,61918
Louisiana,Allen Parish,25764,25440
Louisiana,Ascension Parish,107215,128665
Louisiana,Assumption Parish,23421,21621
Louisiana,Avoyelles Parish,42073,39966
Louisiana,Beauregard Parish,35654,37881
Louisiana,Bienville Parish,14353,12983
Louisiana,Bossier Parish,116979,127275
Louisiana,Caddo Parish,254969,237479
Louisiana,Calcasieu Parish,192768,203310
Louisiana,Caldwell Parish,10132,9839
Louisiana,Cameron Parish,6839,7003
Louisiana,Catahoula Parish,10407,9226
Louisiana,Claiborne Parish,17195,15508
Louisiana,Concordia Parish,20822,18914
Louisiana,De Soto Parish,26656,27650
Louisiana,East Baton Rouge Parish,440171,439729
Louisiana,East Carroll Parish,7759,6589
Louisiana,East Feliciana Parish,20267,18882
Louisiana,Evangeline Parish,33984,33276
Louisiana,Franklin Parish,20767,19723
Louisiana,Grant Parish,22309,22254
Louisiana,Iberia Parish,73240,68991
Louisiana,Iberville Parish,33387,32070
Louisiana,Jackson Parish,16274,15574
Louisiana,Jefferson Parish,432552,432346
Louisiana,Jefferson Davis Parish,31594,31208
Louisiana,Lafayette Parish,221578,246518
Louisiana,Lafourche Parish,96318,97596
Louisiana,LaSalle Parish,14890,15021
Louisiana,Lincoln Parish,46735,46552
Louisiana,Livingston Parish,128026,143737
Louisiana,Madison Parish,12093,10635
Louisiana,Morehouse Parish,27979,24227
Louisiana,Natchitoches Parish,39566,37655
Louisiana,Orleans Parish,343829,389476
Louisiana,Ouachita Parish,153720,152439
Louisiana,Plaquemines Parish,23042,23113
Louisiana,Pointe Coupee Parish,22802,21529
Louisiana,Rapides Parish,131613,128567
Louisiana,Red River Parish,9091,8286
Louisiana,Richland Parish,20725,20014
Louisiana,Sabine Parish,24233,23803
Louisiana,St. Bernard Parish,35897,47647
Louisiana,St. Charles Parish,52780,52987
Louisiana,St. Helena Parish,11203,10081
Louisiana,St. James Parish,22102,20727
Louisiana,St. John the Baptist Parish,45924,42516
Louisiana,St. Landry Parish,83384,81440
Louisiana,St. Martin Parish,52160,52954
Louisiana,St. Mary Parish,54650,48330
Louisiana,St. Tammany Parish,233740,263446
Louisiana,Tangipahoa Parish,121097,136765
Louisiana,Tensas Parish,5252,4178
Louisiana,Terrebonne Parish,111860,109859
Louisiana,Union Parish,22721,22170
Louisiana,Vermilion Parish,57999,59378
Louisiana,Vernon Parish,52334,47894
Louisiana,Washington Parish,47168,45773
Louisiana,Webster Parish,41207,37943
Louisiana,West Baton Rouge Parish,23788,26792
Louisiana,West Carroll Parish,11604,10646
Louisiana,West Feliciana Parish,15625,15465
Louisiana,Winn Parish,15313,13839
Maine,Androscoggin County,107702,108547
Maine,Aroostook County,71870,66804
Maine,Cumberland County,281674,298111
Maine,Franklin County,30768,29986
Maine,Hancock County,54418,55088
Maine,Kennebec County,122151,122955
Maine,Knox County,39736,39951
Maine,Lincoln County,34457,34775
Maine,Oxford County,57833,58132
Maine,Penobscot County,153923,151655
Maine,Piscataquis County,17535,16996
Maine,Sagadahoc County,35293,36044
Maine,Somerset County,52228,50635
Maine,Waldo County,38786,39923
Maine,Washington County,32856,31473
Maine,York County,197131,209066
Maryland,Allegany County,75087,70057
Maryland,Anne Arundel County,537656,582777
Maryland,Baltimore County,805029,826017
Maryland,Calvert County,88737,93072
Maryland,Caroline County,33066,33492
Maryland,Carroll County,167134,169092
Maryland,Cecil County,101108,103419
Maryland,Charles County,146551,164436
Maryland,Dorchester County,32618,31853
Maryland,Frederick County,233385,265161
Maryland,Garrett County,30097,28852
Maryland,Harford County,244826,256805
Maryland,Howard County,287085,328200
Maryland,Kent County,20197,19192
Maryland,Montgomery County,971777,1051816
Maryland,Prince George's County,863420,909612
Maryland,Queen Anne's County,47798,51167
Maryland,St. Mary's County,105151,114687
Maryland,Somerset County,26470,25453
Maryland,Talbot County,37782,36972
Maryland,Washington County,147430,151146
Maryland,Wicomico County,98733,103990
Maryland,Worcester County,51454,52403
Maryland,Baltimore city,620961,586131
Massachusetts,Barnstable County,215888,213164
Massachusetts,Berkshire County,131219,124571
Massachusetts,Bristol County,548285,566765
Massachusetts,Dukes County,16535,17461
Massachusetts,Essex County,743159,791263
Massachusetts,Franklin County,71372,70267
Massachusetts,Hampden County,463490,463986
Massachusetts,Hampshire County,158080,161401
Massachusetts,Middlesex County,1503085,1609379
Massachusetts,Nantucket County,10172,11376
Massachusetts,Norfolk County,670850,709409
Massachusetts,Plymouth County,494919,523738
Massachusetts,Suffolk County,722023,801582
Massachusetts,Worcester County,798552,829212
Michigan,Alcona County,10942,10505
Michigan,Alger County,9601,9015
Michigan,Allegan County,111408,118927
Michigan,Alpena County,29598,28238
Michigan,Antrim County,23580,23449
Michigan,Arenac County,15899,14953
Michigan,Baraga County,8860,8164
Michigan,Barry County,59173,62061
Michigan,Bay County,107771,102387
Michigan,Benzie County,17525,17852
Michigan,Berrien County,156813,153025
Michigan,Branch County,45248,43424
Michigan,Calhoun County,136146,133580
Michigan,Cass County,52293,51584
Michigan,Charlevoix County,25949,26105
Michigan,Cheboygan County,26152,25365
Michigan,Chippewa County,38520,36958
Michigan,Clare County,30926,30771
Michigan,Clinton County,75382,79753
Michigan,Crawford County,14074,13981
Michigan,Delta County,37069,35612
Michigan,Dickinson County,26168,25112
Michigan,Eaton County,107759,110148
Michigan,Emmet County,32694,33342
Michigan,Genesee County,425790,404794
Michigan,Gladwin County,25692,25424
Michigan,Gogebic County,16427,13842
Michigan,Grand Traverse County,86986,93592
Michigan,Gratiot County,42476,40283
Michigan,Hillsdale County,46688,45658
Michigan,Houghton County,36628,35126
Michigan,Huron County,33118,30653
Michigan,Ingham County,280895,290609
Michigan,Ionia County,63905,64553
Michigan,Iosco County,25887,25140
Michigan,Iron County,11817,11066
Michigan,Isabella County,70311,69504
Michigan,Jackson County,160248,156920
Michigan,Kalamazoo County,250331,265988
Michigan,Kalkaska County,17153,18003
Michigan,Kent County,602622,658708
Michigan,Keweenaw County,2156,2119
Michigan,Lake County,11539,11587
Michigan,Lapeer County,88319,87635
Michigan,Leelanau County,21708,21743
Michigan,Lenawee County,99892,97808
Michigan,Livingston County,180967,192335
Michigan,Luce County,6631,6126
Michigan,Mackinac County,11113,10839
Michigan,Macomb County,840978,870791
Michigan,Manistee County,24733,24738
Michigan,Marquette County,67077,65834
Michigan,Mason County,28705,29164
Michigan,Mecosta County,42798,43907
Michigan,Menominee County,24029,22608
Michigan,Midland County,83629,83441
Michigan,Missaukee County,14849,15152
Michigan,Monroe County,152021,150568
Michigan,Montcalm County,63342,63476
Michigan,Montmorency County,9765,9337
Michigan,Muskegon County,172188,173883
Michigan,Newaygo County,48460,49348
Michigan,Oakland County,1202362,1253459
Michigan,Oceana County,26570,26819
Michigan,Ogemaw County,21699,20923
Michigan,Ontonagon County,6780,5656
Michigan,Osceola County,23528,23466
Michigan,Oscoda County,8640,8368
Michigan,Otsego County,24164,24765
Michigan,Ottawa County,263801,294635
Michigan,Presque Isle County,13376,12665
Michigan,Roscommon County,24449,23986
Michigan,Saginaw County,200169,189868
Michigan,St. Clair County,163040,159293
Michigan,St. Joseph County,61295,60848
Michigan,Sanilac County,43114,40747
Michigan,Schoolcraft County,8485,8104
Michigan,Shiawassee County,70648,67738
Michigan,Tuscola County,55729,52289
Michigan,Van Buren County,76258,75474
Michigan,Washtenaw County,344791,366473
Michigan,Wayne County,1820584,1740623
Michigan,Wexford County,32735,33743
Minnesota,Aitkin County,16202,15848
Minnesota,Anoka County,330844,359921
Minnesota,Becker County,32504,34456
Minnesota,Beltrami County,44442,47442
Minnesota,Benton County,38451,40958
Minnesota,Big Stone County,5269,4923
Minnesota,Blue Earth County,64013,68241
Minnesota,Brown County,25893,24846
Minnesota,Carlton County,35386,35769
Minnesota,Carver County,91042,106565
Minnesota,Cass County,28567,29928
Minnesota,Chippewa County,12441,11758
Minnesota,Chisago County,53887,56794
Minnesota,Clay County,58999,64690
Minnesota,Clearwater County,8695,9017
Minnesota,Cook County,5176,5417
Minnesota,Cottonwood County,11687,11242
Minnesota,Crow Wing County,62500,65644
Minnesota,Dakota County,398552,431807
Minnesota,Dodge County,20087,20987
Minnesota,Douglas County,36009,38328
Minnesota,Faribault County,14553,13601
Minnesota,Fillmore County,20866,21135
Minnesota,Freeborn County,31255,30364
Minnesota,Goodhue County,46183,46318
Minnesota,Grant County,6018,6026
Minnesota,Hennepin County,1152425,1268408
Minnesota,Houston County,19027,18632
Minnesota,Hubbard County,20428,21783
Minnesota,Isanti County,37816,41429
Minnesota,Itasca County,45058,45268
Minnesota,Jackson County,10266,9768
Minnesota,Kanabec County,16239,16416
Minnesota,Kandiyohi County,42239,43130
Minnesota,Kittson County,4552,4214
Minnesota,Koochiching County,13311,12059
Minnesota,Lac qui Parle County,7259,6527
Minnesota,Lake County,10866,10639
Minnesota,Lake of the Woods County,4045,3754
Minnesota,Le Sueur County,27703,28741
Minnesota,Lincoln County,5896,5568
Minnesota,Lyon County,25857,25271
Minnesota,McLeod County,36651,35710
Minnesota,Mahnomen County,5413,5473
Minnesota,Marshall County,9439,9321
Minnesota,Martin County,20840,19484
Minnesota,Meeker County,23300,23341
Minnesota,Mille Lacs County,26097,26146
Minnesota,Morrison County,33198,33187
Minnesota,Mower County,39163,40150
Minnesota,Murray County,8725,8155
Minnesota,Nicollet County,32727,34482
Minnesota,Nobles County,21378,21400
Minnesota,Norman County,6852,6338
Minnesota,Olmsted County,144248,159298
Minnesota,Otter Tail County,57303,58741
Minnesota,Pennington County,13930,13874
Minnesota,Pine County,29750,29359
Minnesota,Pipestone County,9596,9121
Minnesota,Polk County,31600,30900
Minnesota,Pope County,10995,11277
Minnesota,Ramsey County,508640,547903
Minnesota,Red Lake County,4089,4046
Minnesota,Redwood County,16059,15079
Minnesota,Renville County,15730,14403
Minnesota,Rice County,64142,67084
Minnesota,Rock County,9687,9301
Minnesota,Roseau County,15629,15117
Minnesota,St. Louis County,200226,198538
Minnesota,Scott County,129928,150689
Minnesota,Sherburne County,88499,98811
Minnesota,Sibley County,15226,14715
Minnesota,Stearns County,150642,162038
Minnesota,Steele County,36576,36596
Minnesota,Stevens County,9726,9765
Minnesota,Swift County,9783,9176
Minnesota,Todd County,24895,24732
Minnesota,Traverse County,3558,3218
Minnesota,Wabasha County,21676,21642
Minnesota,Wadena County,13843,13807
Minnesota,Waseca County,19136,18550
Minnesota,Washington County,238136,265476
Minnesota,Watonwan County,11211,10792
Minnesota,Wilkin County,6576,6161
Minnesota,Winona County,51461,50485
Minnesota,Wright County,124700,140249
Minnesota,Yellow Medicine County,10438,9580
Mississippi,Adams County,32297,30275
Mississippi,Alcorn County,37057,36889
Mississippi,Amite County,13131,12205
Mississippi,Attala County,19564,18004
Mississippi,Benton County,8729,8351
Mississippi,Bolivar County,34145,30142
Mississippi,Calhoun County,14962,14241
Mississippi,Carroll County,10597,9732
Mississippi,Chickasaw County,17392,16951
Mississippi,Choctaw County,8547,8063
Mississippi,Claiborne County,9604,8911
Mississippi,Clarke County,16732,15299
Mississippi,Clay County,20634,19352
Mississippi,Coahoma County,26151,21564
Mississippi,Copiah County,29449,27933
Mississippi,Covington County,19568,18518
Mississippi,DeSoto County,161252,188275
Mississippi,Forrest County,74934,75009
Mississippi,Franklin County,8118,7657
Mississippi,George County,22578,24425
Mississippi,Greene County,14400,13477
Mississippi,Grenada County,21906,20610
Mississippi,Hancock County,43929,48000
Mississippi,Harrison County,187105,208801
Mississippi,Hinds County,245285,227966
Mississippi,Holmes County,19198,16726
Mississippi,Humphreys County,9375,7827
Mississippi,Issaquena County,1406,1220
Mississippi,Itawamba County,23401,23261
Mississippi,Jackson County,139668,143802
Mississippi,Jasper County,17062,16332
Mississippi,Jefferson County,7726,6997
Mississippi,Jefferson Davis County,12487,10890
Mississippi,Jones County,67761,67993
Mississippi,Kemper County,10456,9521
Mississippi,Lafayette County,47351,54408
Mississippi,Lamar County,55658,64165
Mississippi,Lauderdale County,80261,73751
Mississippi,Lawrence County,12929,12480
Mississippi,Leake County,23805,22741
Mississippi,Lee County,82910,85466
Mississippi,Leflore County,32317,27854
Mississippi,Lincoln County,34869,33936
Mississippi,Lowndes County,59779,58309
Mississippi,Madison County,95203,106871
Mississippi,Marion County,27088,24441
Mississippi,Marshall County,37144,35301
Mississippi,Monroe County,36989,35123
Mississippi,Montgomery County,10925,9661
Mississippi,Neshoba County,29676,28996
Mississippi,Newton County,21720,20866
Mississippi,Noxubee County,11545,10236
Mississippi,Oktibbeha County,47671,49789
Mississippi,Panola County,34707,33848
Mississippi,Pearl River County,55834,55876
Mississippi,Perry County,12250,11862
Mississippi,Pike County,40404,38997
Mississippi,Pontotoc County,29957,32461
Mississippi,Prentiss County,25276,25013
Mississippi,Quitman County,8223,6760
Mississippi,Rankin County,141617,155975
Mississippi,Scott County,28264,28061
Mississippi,Sharkey County,4916,4160
Mississippi,Simpson County,27503,26629
Mississippi,Smith County,16491,15779
Mississippi,Stone County,17786,18360
Mississippi,Sunflower County,29450,24740
Mississippi,Tallahatchie County,15378,13707
Mississippi,Tate County,28886,28539
Mississippi,Tippah County,22232,21748
Mississippi,Tishomingo County,19593,19275
Mississippi,Tunica County,10778,9392
Mississippi,Union County,27134,28866
Mississippi,Walthall County,15443,14294
Mississippi,Warren County,48773,44841
Mississippi,Washington County,51137,42837
Mississippi,Wayne County,20747,20317
Mississippi,Webster County,10253,9676
Mississippi,Wilkinson County,9878,8351
Mississippi,Winston County,19198,17845
Mississippi,Yalobusha County,12678,11982
Mississippi,Yazoo County,28065,26982
Missouri,Adair County,25607,25399
Missouri,Andrew County,17291,17586
Missouri,Atchison County,5685,5096
Missouri,Audrain County,25529,24835
Missouri,Barry County,35597,35818
Missouri,Barton County,12402,11592
Missouri,Bates County,17049,16242
Missouri,Benton County,19056,19627
Missouri,Bollinger County,12363,12111
Missouri,Boone County,162642,182991
Missouri,Buchanan County,89201,86530
Missouri,Butler County,42794,42178
Missouri,Caldwell County,9424,9051
Missouri,Callaway County,44332,44887
Missouri,Camden County,44002,46414
Missouri,Cape Girardeau County,75674,79512
Missouri,Carroll County,9295,8554
Missouri,Carter County,6265,5991
Missouri,Cass County,99478,106806
Missouri,Cedar County,13982,14322
Missouri,Chariton County,7831,7360
Missouri,Christian County,77422,90655
Missouri,Clark County,7139,6830
Missouri,Clay County,221939,253463
Missouri,Clinton County,20743,20553
Missouri,Cole County,75990,76191
Missouri,Cooper County,17601,17102
Missouri,Crawford County,24696,23739
Missouri,Dade County,7883,7568
Missouri,Dallas County,16777,17219
Missouri,Daviess County,8433,8283
Missouri,DeKalb County,12892,10944
Missouri,Dent County,15657,15481
Missouri,Douglas County,13684,13344
Missouri,Dunklin County,31953,28878
Missouri,Franklin County,101492,104469
Missouri,Gasconade County,15222,14566
Missouri,Gentry County,6738,6484
Missouri,Greene County,275174,294997
Missouri,Grundy County,10261,9595
Missouri,Harrison County,8957,8321
Missouri,Henry County,22272,22076
Missouri,Hickory County,9627,9586
Missouri,Holt County,4912,4232
Missouri,Howard County,10144,10001
Missouri,Howell County,40400,40262
Missouri,Iron County,10630,10098
Missouri,Jackson County,674158,705925
Missouri,Jasper County,117404,121648
Missouri,Jefferson County,218733,226543
Missouri,Johnson County,52595,54219
Missouri,Knox County,4131,3940
Missouri,Laclede County,35571,35895
Missouri,Lafayette County,33381,33006
Missouri,Lawrence County,38634,38175
Missouri,Lewis County,10211,9810
Missouri,Lincoln County,52566,60119
Missouri,Linn County,12761,11830
Missouri,Livingston County,15195,14413
Missouri,McDonald County,23083,22900
Missouri,Macon County,15566,15095
Missouri,Madison County,12226,12113
Missouri,Maries County,9176,8795
Missouri,Marion County,28781,28423
Missouri,Mercer County,3785,3558
Missouri,Miller County,24748,25791
Missouri,Mississippi County,14358,12691
Missouri,Moniteau County,15607,15585
Missouri,Monroe County,8840,8672
Missouri,Montgomery County,12236,11294
Missouri,Morgan County,20565,20716
Missouri,New Madrid County,18956,16693
Missouri,Newton County,58114,58451
Missouri,Nodaway County,23370,21743
Missouri,Oregon County,10881,10411
Missouri,Osage County,13878,13535
Missouri,Ozark County,9723,9083
Missouri,Pemiscot County,18296,15600
Missouri,Perry County,18971,19194
Missouri,Pettis County,42201,42490
Missouri,Phelps County,45156,44414
Missouri,Pike County,18516,17552
Missouri,Platte County,89322,106532
Missouri,Polk County,31137,32490
Missouri,Pulaski County,52274,52709
Missouri,Putnam County,4979,4688
Missouri,Ralls County,10167,10299
Missouri,Randolph County,25414,24409
Missouri,Ray County,23494,22915
Missouri,Reynolds County,6696,6198
Missouri,Ripley County,14100,13300
Missouri,St. Charles County,360485,406204
Missouri,St. Clair County,9805,9689
Missouri,Ste. Genevieve County,18145,17924
Missouri,St. Francois County,65359,66485
Missouri,St. Louis County,998954,994020
Missouri,Saline County,23370,22858
Missouri,Schuyler County,4431,4534
Missouri,Scotland County,4843,4871
Missouri,Scott County,39191,38288
Missouri,Shannon County,8441,8203
Missouri,Shelby County,6373,5919
Missouri,Stoddard County,29968,29001
Missouri,Stone County,32202,32465
Missouri,Sullivan County,6714,6033
Missouri,Taney County,51675,56104
Missouri,Texas County,26008,25112
Missouri,Vernon County,21159,20388
Missouri,Warren County,32513,36594
Missouri,Washington County,25195,24604
Missouri,Wayne County,13521,12769
Missouri,Webster County,36202,39859
Missouri,Worth County,2171,1953
Missouri,Wright County,18815,18325
Missouri,St. Louis city,319294,297645
Montana,Beaverhead County,9246,9483
Montana,Big Horn County,12865,13063
