STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2019
New Jersey,Gloucester County,288288,291636
New Jersey,Hudson County,634266,672391
New Jersey,Hunterdon County,128349,124371
New Jersey,Mercer County,366513,367430
New Jersey,Middlesex County,809858,825062
New Jersey,Monmouth County,630380,618795
New Jersey,Morris County,492276,491845
New Jersey,Ocean County,576567,607186
New Jersey,Passaic County,501226,501826
New Jersey,Salem County,66083,62385
New Jersey,Somerset County,323444,328934
New Jersey,Sussex County,149265,140488
New Jersey,Union County,536499,556341
New Jersey,Warren County,108692,105267
New Mexico,Bernalillo County,662564,679121
New Mexico,Catron County,3725,3527
New Mexico,Chaves County,65645,64615
New Mexico,Cibola County,27213,26675
New Mexico,Colfax County,13750,11941
New Mexico,Curry County,48376,48954
New Mexico,De Baca County,2022,1748
New Mexico,Do�a Ana County,209233,218195
New Mexico,Eddy County,53829,58460
New Mexico,Grant County,29514,26998
New Mexico,Guadalupe County,4687,4300
New Mexico,Harding County,695,625
New Mexico,Hidalgo County,4894,4198
New Mexico,Lea County,64727,71070
New Mexico,Lincoln County,20497,19572
New Mexico,Los Alamos County,17950,19369
New Mexico,Luna County,25095,23709
New Mexico,McKinley County,71492,71367
New Mexico,Mora County,4881,4521
New Mexico,Otero County,63797,67490
New Mexico,Quay County,9041,8253
New Mexico,Rio Arriba County,40246,38921
New Mexico,Roosevelt County,19846,18500
New Mexico,Sandoval County,131561,146748
New Mexico,San Juan County,130044,123958
New Mexico,San Miguel County,29393,27277
New Mexico,Santa Fe County,144170,150358
New Mexico,Sierra County,11988,10791
New Mexico,Socorro County,17866,16637
New Mexico,Taos County,32937,32723
New Mexico,Torrance County,16383,15461
New Mexico,Union County,4549,4059
New Mexico,Valencia County,76569,76688
New York,Albany County,304204,305506
New York,Allegany County,48946,46091
New York,Bronx County,1385108,1418207
New York,Broome County,200600,190488
New York,Cattaraugus County,80317,76117
New York,Cayuga County,80026,76576
New York,Chautauqua County,134905,126903
New York,Chemung County,88830,83456
New York,Chenango County,50477,47207
New York,Clinton County,82128,80485
New York,Columbia County,63096,59461
New York,Cortland County,49336,47581
New York,Delaware County,47980,44135
New York,Dutchess County,297488,294218
New York,Erie County,919040,918702
New York,Essex County,39370,36885
New York,Franklin County,51599,50022
New York,Fulton County,55531,53383
New York,Genesee County,60079,57280
New York,Greene County,49221,47188
New York,Hamilton County,4836,4416
New York,Herkimer County,64519,61319
New York,Jefferson County,116229,109834
New York,Kings County,2504700,2559903
New York,Lewis County,27087,26296
New York,Livingston County,65393,62914
New York,Madison County,73442,70941
New York,Monroe County,744344,741770
New York,Montgomery County,50219,49221
New York,Nassau County,1339532,1356924
New York,New York County,1585873,1628706
New York,New York City,8175133,8336817
New York,Niagara County,216469,209281
New York,Oneida County,234878,228671
New York,Onondaga County,467026,460528
New York,Ontario County,107931,109777
New York,Orange County,372813,384940
New York,Orleans County,42883,40352
New York,Oswego County,122109,117124
New York,Otsego County,62259,59493
New York,Putnam County,99710,98320
New York,Queens County,2230722,2253858
New York,Rensselaer County,159429,158714
New York,Richmond County,468730,476143
New York,Rockland County,311687,325789
New York,St. Lawrence County,111944,107740
New York,Saratoga County,219607,229863
New York,Schenectady County,154727,155299
New York,Schoharie County,32749,30999
New York,Schuyler County,18343,17807
New York,Seneca County,35251,34016
New York,Steuben County,98990,95379
New York,Suffolk County,1493350,1476601
New York,Sullivan County,77547,75432
New York,Tioga County,51125,48203
New York,Tompkins County,101564,102180
New York,Ulster County,182493,177573
New York,Warren County,65707,63944
New York,Washington County,63216,61204
New York,Wayne County,93772,89918
New York,Westchester County,949113,967506
New York,Wyoming County,42155,39859
New York,Yates County,25348,24913
North Carolina,Alamance County,151131,169509
North Carolina,Alexander County,37198,37497
North Carolina,Alleghany County,11155,11137
North Carolina,Anson County,26948,24446
North Carolina,Ashe County,27281,27203
North Carolina,Avery County,17797,17557
North Carolina,Beaufort County,47759,46994
North Carolina,Bertie County,21282,18947
North Carolina,Bladen County,35190,32722
North Carolina,Brunswick County,107431,142820
North Carolina,Buncombe County,238318,261191
North Carolina,Burke County,90912,90485
North Carolina,Cabarrus County,178011,216453
North Carolina,Caldwell County,83029,82178
North Carolina,Camden County,9980,10867
North Carolina,Carteret County,66469,69473
North Carolina,Caswell County,23719,22604
North Carolina,Catawba County,154358,159551
North Carolina,Chatham County,63505,74470
North Carolina,Cherokee County,27444,28612
North Carolina,Chowan County,14793,13943
North Carolina,Clay County,10587,11231
North Carolina,Cleveland County,98078,97947
North Carolina,Columbus County,58098,55508
North Carolina,Craven County,103505,102139
North Carolina,Cumberland County,319431,335509
North Carolina,Currituck County,23547,27763
North Carolina,Dare County,33920,37009
North Carolina,Davidson County,162878,167609
North Carolina,Davie County,41240,42846
North Carolina,Duplin County,58505,58741
North Carolina,Durham County,267587,321488
North Carolina,Edgecombe County,56552,51472
North Carolina,Forsyth County,350670,382295
North Carolina,Franklin County,60619,69685
North Carolina,Gaston County,206086,224529
North Carolina,Gates County,12197,11562
North Carolina,Graham County,8861,8441
North Carolina,Granville County,59916,60443
North Carolina,Greene County,21362,21069
North Carolina,Guilford County,488406,537174
North Carolina,Halifax County,54691,50010
North Carolina,Harnett County,114678,135976
North Carolina,Haywood County,59036,62317
North Carolina,Henderson County,106740,117417
North Carolina,Hertford County,24669,23677
North Carolina,Hoke County,46952,55234
North Carolina,Hyde County,5810,4937
North Carolina,Iredell County,159437,181806
North Carolina,Jackson County,40271,43938
North Carolina,Johnston County,168878,209339
North Carolina,Jones County,10153,9419
North Carolina,Lee County,57866,61779
North Carolina,Lenoir County,59495,55949
North Carolina,Lincoln County,78265,86111
North Carolina,McDowell County,44996,45756
North Carolina,Macon County,33922,35858
North Carolina,Madison County,20764,21755
North Carolina,Martin County,24505,22440
North Carolina,Mecklenburg County,919628,1110356
North Carolina,Mitchell County,15579,14964
North Carolina,Montgomery County,27798,27173
North Carolina,Moore County,88247,100880
North Carolina,Nash County,95840,94298
North Carolina,New Hanover County,202667,234473
North Carolina,Northampton County,22099,19483
North Carolina,Onslow County,177772,197938
North Carolina,Orange County,133801,148476
North Carolina,Pamlico County,13144,12726
North Carolina,Pasquotank County,40661,39824
North Carolina,Pender County,52217,63060
North Carolina,Perquimans County,13453,13463
North Carolina,Person County,39464,39490
North Carolina,Pitt County,168148,180742
North Carolina,Polk County,20510,20724
North Carolina,Randolph County,141752,143667
North Carolina,Richmond County,46639,44829
North Carolina,Robeson County,134168,130625
North Carolina,Rockingham County,93643,91010
North Carolina,Rowan County,138428,142088
North Carolina,Rutherford County,67810,67029
North Carolina,Sampson County,63431,63531
North Carolina,Scotland County,36157,34823
North Carolina,Stanly County,60585,62806
North Carolina,Stokes County,47401,45591
North Carolina,Surry County,73673,71783
North Carolina,Swain County,13981,14271
North Carolina,Transylvania County,33090,34385
North Carolina,Tyrrell County,4407,4016
North Carolina,Union County,201292,239859
North Carolina,Vance County,45422,44535
North Carolina,Wake County,900993,1111761
North Carolina,Warren County,20972,19731
North Carolina,Washington County,13228,11580
North Carolina,Watauga County,51079,56177
North Carolina,Wayne County,122623,123131
North Carolina,Wilkes County,69340,68412
North Carolina,Wilson County,81234,81801
North Carolina,Yadkin County,38406,37667
North Carolina,Yancey County,17818,18069
North Dakota,Adams County,2343,2216
North Dakota,Barnes County,11066,10415
North Dakota,Benson County,6660,6832
North Dakota,Billings County,783,928
North Dakota,Bottineau County,6429,6282
North Dakota,Bowman County,3151,3024
North Dakota,Burke County,1968,2115
North Dakota,Burleigh County,81308,95626
North Dakota,Cass County,149778,181923
North Dakota,Cavalier County,3993,3762
North Dakota,Dickey County,5289,4872
North Dakota,Divide County,2071,2264
North Dakota,Dunn County,3536,4424
North Dakota,Eddy County,2385,2287
North Dakota,Emmons County,3550,3241
North Dakota,Foster County,3343,3210
North Dakota,Golden Valley County,1680,1761
North Dakota,Grand Forks County,66861,69451
North Dakota,Grant County,2394,2274
North Dakota,Griggs County,2420,2231
North Dakota,Hettinger County,2477,2499
North Dakota,Kidder County,2435,2480
North Dakota,LaMoure County,4139,4046
North Dakota,Logan County,1990,1850
North Dakota,McHenry County,5395,5745
North Dakota,McIntosh County,2809,2497
North Dakota,McKenzie County,6360,15024
North Dakota,McLean County,8962,9450
North Dakota,Mercer County,8424,8187
North Dakota,Morton County,27471,31364
North Dakota,Mountrail County,7673,10545
North Dakota,Nelson County,3126,2879
North Dakota,Oliver County,1846,1959
North Dakota,Pembina County,7413,6801
North Dakota,Pierce County,4357,3975
North Dakota,Ramsey County,11451,11519
North Dakota,Ransom County,5457,5218
North Dakota,Renville County,2470,2327
North Dakota,Richland County,16321,16177
North Dakota,Rolette County,13937,14176
North Dakota,Sargent County,3829,3898
North Dakota,Sheridan County,1321,1315
North Dakota,Sioux County,4153,4230
North Dakota,Slope County,727,750
North Dakota,Stark County,24199,31489
North Dakota,Steele County,1975,1890
North Dakota,Stutsman County,21100,20704
North Dakota,Towner County,2246,2189
North Dakota,Traill County,8121,8036
North Dakota,Walsh County,11119,10641
North Dakota,Ward County,61675,67641
North Dakota,Wells County,4207,3834
North Dakota,Williams County,22398,37589
Ohio,Adams County,28550,27698
Ohio,Allen County,106331,102351
Ohio,Ashland County,53139,53484
Ohio,Ashtabula County,101497,97241
Ohio,Athens County,64757,65327
Ohio,Auglaize County,45949,45656
Ohio,Belmont County,70400,67006
Ohio,Brown County,44846,43432
Ohio,Butler County,368130,383134
Ohio,Carroll County,28836,26914
Ohio,Champaign County,40097,38885
Ohio,Clark County,138333,134083
Ohio,Clermont County,197363,206428
Ohio,Clinton County,42040,41968
Ohio,Columbiana County,107841,101883
Ohio,Coshocton County,36901,36600
Ohio,Crawford County,43784,41494
Ohio,Cuyahoga County,1280122,1235072
Ohio,Darke County,52959,51113
Ohio,Defiance County,39037,38087
Ohio,Delaware County,174214,209177
Ohio,Erie County,77079,74266
Ohio,Fairfield County,146156,157574
Ohio,Fayette County,29030,28525
Ohio,Franklin County,1163414,1316756
Ohio,Fulton County,42698,42126
Ohio,Gallia County,30934,29898
Ohio,Geauga County,93389,93649
Ohio,Greene County,161573,168937
Ohio,Guernsey County,40087,38875
Ohio,Hamilton County,802374,817473
Ohio,Hancock County,74782,75783
Ohio,Hardin County,32058,31365
Ohio,Harrison County,15864,15040
Ohio,Henry County,28215,27006
Ohio,Highland County,43589,43161
Ohio,Hocking County,29380,28264
Ohio,Holmes County,42366,43960
Ohio,Huron County,59626,58266
Ohio,Jackson County,33225,32413
Ohio,Jefferson County,69709,65325
Ohio,Knox County,60921,62322
Ohio,Lake County,230041,230149
Ohio,Lawrence County,62450,59463
Ohio,Licking County,166492,176862
Ohio,Logan County,45858,45672
Ohio,Lorain County,301356,309833
Ohio,Lucas County,441815,428348
Ohio,Madison County,43435,44731
Ohio,Mahoning County,238823,228683
Ohio,Marion County,66501,65093
Ohio,Medina County,172332,179746
Ohio,Meigs County,23770,22907
Ohio,Mercer County,40814,41172
Ohio,Miami County,102506,106987
Ohio,Monroe County,14642,13654
Ohio,Montgomery County,535153,531687
Ohio,Morgan County,15054,14508
Ohio,Morrow County,34827,35328
Ohio,Muskingum County,86074,86215
Ohio,Noble County,14645,14424
Ohio,Ottawa County,41428,40525
Ohio,Paulding County,19614,18672
Ohio,Perry County,36058,36134
Ohio,Pickaway County,55698,58457
Ohio,Pike County,28709,27772
Ohio,Portage County,161419,162466
Ohio,Preble County,42270,40882
Ohio,Putnam County,34499,33861
Ohio,Richland County,124475,121154
Ohio,Ross County,78064,76666
Ohio,Sandusky County,60944,58518
Ohio,Scioto County,79499,75314
Ohio,Seneca County,56745,55178
Ohio,Shelby County,49423,48590
Ohio,Stark County,375586,370606
Ohio,Summit County,541781,541013
Ohio,Trumbull County,210312,197974
Ohio,Tuscarawas County,92582,91987
Ohio,Union County,52300,58988
Ohio,Van Wert County,28744,28275
Ohio,Vinton County,13435,13085
Ohio,Warren County,212693,234602
Ohio,Washington County,61778,59911
Ohio,Wayne County,114520,115710
Ohio,Williams County,37642,36692
Ohio,Wood County,125488,130817
Ohio,Wyandot County,22615,21772
Oklahoma,Adair County,22683,22194
Oklahoma,Alfalfa County,5642,5702
Oklahoma,Atoka County,14182,13758
Oklahoma,Beaver County,5636,5311
Oklahoma,Beckham County,22119,21859
Oklahoma,Blaine County,11943,9429
Oklahoma,Bryan County,42416,47995
Oklahoma,Caddo County,29600,28762
Oklahoma,Canadian County,115541,148306
Oklahoma,Carter County,47557,48111
Oklahoma,Cherokee County,46987,48657
Oklahoma,Choctaw County,15205,14672
Oklahoma,Cimarron County,2475,2137
Oklahoma,Cleveland County,255755,284014
Oklahoma,Coal County,5925,5495
Oklahoma,Comanche County,124098,120749
Oklahoma,Cotton County,6193,5666
Oklahoma,Craig County,15029,14142
Oklahoma,Creek County,69967,71522
Oklahoma,Custer County,27469,29003
Oklahoma,Delaware County,41487,43009
Oklahoma,Dewey County,4810,4891
Oklahoma,Ellis County,4151,3859
Oklahoma,Garfield County,60580,61056
Oklahoma,Garvin County,27576,27711
Oklahoma,Grady County,52431,55834
Oklahoma,Grant County,4527,4333
Oklahoma,Greer County,6239,5712
Oklahoma,Harmon County,2922,2653
Oklahoma,Harper County,3685,3688
Oklahoma,Haskell County,12769,12627
Oklahoma,Hughes County,14003,13279
Oklahoma,Jackson County,26446,24530
Oklahoma,Jefferson County,6472,6002
Oklahoma,Johnston County,10957,11085
Oklahoma,Kay County,46562,43538
Oklahoma,Kingfisher County,15034,15765
Oklahoma,Kiowa County,9446,8708
Oklahoma,Latimer County,11154,10073
Oklahoma,Le Flore County,50384,49853
Oklahoma,Lincoln County,34273,34877
Oklahoma,Logan County,41848,48011
Oklahoma,Love County,9423,10253
Oklahoma,McClain County,34506,40474
Oklahoma,McCurtain County,33151,32832
Oklahoma,McIntosh County,20252,19596
Oklahoma,Major County,7527,7629
Oklahoma,Marshall County,15840,16931
Oklahoma,Mayes County,41259,41100
Oklahoma,Murray County,13488,14073
Oklahoma,Muskogee County,70990,67997
Oklahoma,Noble County,11561,11131
Oklahoma,Nowata County,10536,10076
Oklahoma,Okfuskee County,12191,11993
Oklahoma,Oklahoma County,718633,797434
Oklahoma,Okmulgee County,40069,38465
Oklahoma,Osage County,47472,46963
Oklahoma,Ottawa County,31848,31127
Oklahoma,Pawnee County,16577,16376
Oklahoma,Payne County,77350,81784
Oklahoma,Pittsburg County,45837,43654
Oklahoma,Pontotoc County,37492,38284
Oklahoma,Pottawatomie County,69442,72592
Oklahoma,Pushmataha County,11572,11096
Oklahoma,Roger Mills County,3647,3583
Oklahoma,Rogers County,86905,92459
Oklahoma,Seminole County,25482,24258
Oklahoma,Sequoyah County,42391,41569
Oklahoma,Stephens County,45048,43143
Oklahoma,Texas County,20640,19983
Oklahoma,Tillman County,7992,7250
Oklahoma,Tulsa County,603403,651552
Oklahoma,Wagoner County,73085,81289
Oklahoma,Washington County,50976,51527
Oklahoma,Washita County,11629,10916
Oklahoma,Woods County,8878,8793
Oklahoma,Woodward County,20081,20211
Oregon,Baker County,16134,16124
Oregon,Benton County,85579,93053
Oregon,Clackamas County,375992,418187
Oregon,Clatsop County,37039,40224
Oregon,Columbia County,49351,52354
Oregon,Coos County,63043,64487
Oregon,Crook County,20978,24404
Oregon,Curry County,22364,22925
Oregon,Deschutes County,157733,197692
Oregon,Douglas County,107667,110980
Oregon,Gilliam County,1871,1912
Oregon,Grant County,7445,7199
Oregon,Harney County,7422,7393
Oregon,Hood River County,22346,23382
Oregon,Jackson County,203206,220944
Oregon,Jefferson County,21720,24658
Oregon,Josephine County,82713,87487
Oregon,Klamath County,66380,68238
Oregon,Lake County,7895,7869
Oregon,Lane County,351715,382067
Oregon,Lincoln County,46034,49962
Oregon,Linn County,116672,129749
Oregon,Malheur County,31313,30571
Oregon,Marion County,315335,347818
Oregon,Morrow County,11173,11603
Oregon,Multnomah County,735334,812855
Oregon,Polk County,75403,86085
Oregon,Sherman County,1765,1780
Oregon,Tillamook County,25250,27036
Oregon,Umatilla County,75889,77950
Oregon,Union County,25748,26835
Oregon,Wallowa County,7008,7208
Oregon,Wasco County,25213,26682
Oregon,Washington County,529710,601592
Oregon,Wheeler County,1441,1332
Oregon,Yamhill County,99193,107100
Pennsylvania,Adams County,101407,103009
Pennsylvania,Allegheny County,1223348,1216045
Pennsylvania,Armstrong County,68941,64735
Pennsylvania,Beaver County,170539,163929
Pennsylvania,Bedford County,49762,47888
Pennsylvania,Berks County,411442,421164
Pennsylvania,Blair County,127089,121829
Pennsylvania,Bradford County,62622,60323
Pennsylvania,Bucks County,625249,628270
Pennsylvania,Butler County,183862,187853
Pennsylvania,Cambria County,143679,130192
Pennsylvania,Cameron County,5085,4447
Pennsylvania,Carbon County,65249,64182
Pennsylvania,Centre County,153990,162385
Pennsylvania,Chester County,498886,524989
Pennsylvania,Clarion County,39988,38438
Pennsylvania,Clearfield County,81642,79255
Pennsylvania,Clinton County,39238,38632
Pennsylvania,Columbia County,67295,64964
Pennsylvania,Crawford County,88765,84629
Pennsylvania,Cumberland County,235406,253370
Pennsylvania,Dauphin County,268100,278299
Pennsylvania,Delaware County,558979,566747
Pennsylvania,Elk County,31946,29910
Pennsylvania,Erie County,280566,269728
Pennsylvania,Fayette County,136606,129274
Pennsylvania,Forest County,7716,7247
Pennsylvania,Franklin County,149618,155027
Pennsylvania,Fulton County,14845,14530
Pennsylvania,Greene County,38686,36233
Pennsylvania,Huntingdon County,45913,45144
Pennsylvania,Indiana County,88880,84073
Pennsylvania,Jefferson County,45200,43425
Pennsylvania,Juniata County,24636,24763
Pennsylvania,Lackawanna County,214437,209674
Pennsylvania,Lancaster County,519445,545724
Pennsylvania,Lawrence County,91108,85512
Pennsylvania,Lebanon County,133568,141793
Pennsylvania,Lehigh County,349497,369318
Pennsylvania,Luzerne County,320918,317417
Pennsylvania,Lycoming County,116111,113299
Pennsylvania,McKean County,43450,40625
Pennsylvania,Mercer County,116638,109424
Pennsylvania,Mifflin County,46682,46138
Pennsylvania,Monroe County,169842,170271
Pennsylvania,Montgomery County,799874,830915
Pennsylvania,Montour County,18267,18230
Pennsylvania,Northampton County,297735,305285
Pennsylvania,Northumberland County,94528,90843
Pennsylvania,Perry County,45969,46272
Pennsylvania,Philadelphia County,1526006,1584064
Pennsylvania,Pike County,57369,55809
Pennsylvania,Potter County,17457,16526
Pennsylvania,Schuylkill County,148289,141359
Pennsylvania,Snyder County,39702,40372
Pennsylvania,Somerset County,77742,73447
Pennsylvania,Sullivan County,6428,6066
Pennsylvania,Susquehanna County,43356,40328
Pennsylvania,Tioga County,41981,40591
Pennsylvania,Union County,44947,44923
Pennsylvania,Venango County,54984,50668
Pennsylvania,Warren County,41815,39191
Pennsylvania,Washington County,207820,206865
Pennsylvania,Wayne County,52822,51361
Pennsylvania,Westmoreland County,365169,348899
Pennsylvania,Wyoming County,28276,26794
Pennsylvania,York County,434972,449058
Rhode Island,Bristol County,49875,48479
Rhode Island,Kent County,166158,164292
Rhode Island,Newport County,82888,82082
Rhode Island,Providence County,626667,638931
Rhode Island,Washington County,126979,125577
South Carolina,Abbeville County,25417,24527
South Carolina,Aiken County,160099,170872
South Carolina,Allendale County,10419,8688
South Carolina,Anderson County,187126,202558
South Carolina,Bamberg County,15987,14066
South Carolina,Barnwell County,22621,20866
South Carolina,Beaufort County,162233,192122
South Carolina,Berkeley County,177843,227907
South Carolina,Calhoun County,15175,14553
South Carolina,Charleston County,350209,411406
South Carolina,Cherokee County,55342,57300
South Carolina,Chester County,33140,32244
South Carolina,Chesterfield County,46734,45650
South Carolina,Clarendon County,34971,33745
South Carolina,Colleton County,38892,37677
South Carolina,Darlington County,68681,66618
South Carolina,Dillon County,32062,30479
South Carolina,Dorchester County,136555,162809
South Carolina,Edgefield County,26985,27260
South Carolina,Fairfield County,23956,22347
South Carolina,Florence County,136885,138293
South Carolina,Georgetown County,60158,62680
South Carolina,Greenville County,451225,523542
South Carolina,Greenwood County,69661,70811
South Carolina,Hampton County,21090,19222
South Carolina,Horry County,269291,354081
South Carolina,Jasper County,24777,30073
South Carolina,Kershaw County,61697,66551
South Carolina,Lancaster County,76652,98012
South Carolina,Laurens County,66537,67493
South Carolina,Lee County,19220,16828
South Carolina,Lexington County,262391,298750
South Carolina,McCormick County,10233,9463
South Carolina,Marion County,33062,30657
South Carolina,Marlboro County,28933,26118
South Carolina,Newberry County,37508,38440
South Carolina,Oconee County,74273,79546
South Carolina,Orangeburg County,92501,86175
South Carolina,Pickens County,119224,126884
South Carolina,Richland County,384504,415759
South Carolina,Saluda County,19875,20473
South Carolina,Spartanburg County,284307,319785
South Carolina,Sumter County,107456,106721
South Carolina,Union County,28961,27316
South Carolina,Williamsburg County,34423,30368
South Carolina,York County,226073,280979
South Dakota,Aurora County,2710,2751
South Dakota,Beadle County,17398,18453
South Dakota,Bennett County,3431,3365
South Dakota,Bon Homme County,7070,6901
South Dakota,Brookings County,31965,35077
South Dakota,Brown County,36531,38839
South Dakota,Brule County,5255,5297
South Dakota,Buffalo County,1912,1962
South Dakota,Butte County,10110,10429
South Dakota,Campbell County,1466,1376
South Dakota,Charles Mix County,9129,9292
South Dakota,Clark County,3691,3736
South Dakota,Clay County,13864,14070
South Dakota,Codington County,27227,28009
South Dakota,Corson County,4050,4086
South Dakota,Custer County,8216,8972
South Dakota,Davison County,19504,19775
South Dakota,Day County,5710,5424
South Dakota,Deuel County,4364,4351
South Dakota,Dewey County,5301,5892
South Dakota,Douglas County,3002,2921
South Dakota,Edmunds County,4071,3829
South Dakota,Fall River County,7094,6713
South Dakota,Faulk County,2364,2299
South Dakota,Grant County,7356,7052
South Dakota,Gregory County,4271,4185
South Dakota,Haakon County,1937,1899
South Dakota,Hamlin County,5903,6164
South Dakota,Hand County,3431,3191
South Dakota,Hanson County,3331,3453
South Dakota,Harding County,1255,1298
South Dakota,Hughes County,17022,17526
South Dakota,Hutchinson County,7343,7291
South Dakota,Hyde County,1420,1301
South Dakota,Jackson County,3031,3344
South Dakota,Jerauld County,2071,2013
South Dakota,Jones County,1006,903
South Dakota,Kingsbury County,5148,4939
South Dakota,Lake County,11200,12797
South Dakota,Lawrence County,24097,25844
South Dakota,Lincoln County,44828,61128
South Dakota,Lyman County,3755,3781
South Dakota,McCook County,5618,5586
South Dakota,McPherson County,2459,2379
South Dakota,Marshall County,4656,4935
South Dakota,Meade County,25434,28332
South Dakota,Mellette County,2048,2061
South Dakota,Miner County,2389,2216
South Dakota,Minnehaha County,169468,193134
South Dakota,Moody County,6486,6576
South Dakota,Oglala Lakota County,13586,14177
South Dakota,Pennington County,100948,113775
South Dakota,Perkins County,2982,2865
South Dakota,Potter County,2329,2153
South Dakota,Roberts County,10149,10394
South Dakota,Sanborn County,2355,2344
South Dakota,Spink County,6415,6376
South Dakota,Stanley County,2966,3098
South Dakota,Sully County,1373,1391
South Dakota,Todd County,9612,10177
South Dakota,Tripp County,5644,5441
South Dakota,Turner County,8347,8384
South Dakota,Union County,14399,15932
South Dakota,Walworth County,5438,5435
South Dakota,Yankton County,22438,22814
South Dakota,Ziebach County,2801,2756
Tennessee,Anderson County,75129,76978
Tennessee,Bedford County,45058,49713
Tennessee,Benton County,16489,16160
Tennessee,Bledsoe County,12876,15064
Tennessee,Blount County,123010,133088
Tennessee,Bradley County,98963,108110
Tennessee,Campbell County,40716,39842
Tennessee,Cannon County,13801,14678
Tennessee,Carroll County,28522,27767
Tennessee,Carter County,57424,56391
Tennessee,Cheatham County,39105,40667
Tennessee,Chester County,17131,17297
Tennessee,Claiborne County,32213,31959
Tennessee,Clay County,7861,7615
Tennessee,Cocke County,35662,36004
Tennessee,Coffee County,52796,56520
Tennessee,Crockett County,14586,14230
Tennessee,Cumberland County,56053,60520
Tennessee,Davidson County,626681,694144
Tennessee,Decatur County,11757,11663
Tennessee,DeKalb County,18723,20490
Tennessee,Dickson County,49666,53948
Tennessee,Dyer County,38335,37159
Tennessee,Fayette County,38413,41133
Tennessee,Fentress County,17959,18523
Tennessee,Franklin County,41052,42208
Tennessee,Gibson County,49683,49133
Tennessee,Giles County,29485,29464
Tennessee,Grainger County,22657,23320
Tennessee,Greene County,68831,69069
Tennessee,Grundy County,13703,13427
Tennessee,Hamblen County,62544,64934
Tennessee,Hamilton County,336463,367804
Tennessee,Hancock County,6819,6620
Tennessee,Hardeman County,27253,25050
Tennessee,Hardin County,26026,25652
Tennessee,Hawkins County,56833,56786
Tennessee,Haywood County,18787,17304
Tennessee,Henderson County,27769,28117
Tennessee,Henry County,32330,32345
Tennessee,Hickman County,24690,25178
Tennessee,Houston County,8426,8201
Tennessee,Humphreys County,18538,18582
Tennessee,Jackson County,11638,11786
Tennessee,Jefferson County,51407,54495
Tennessee,Johnson County,18244,17788
Tennessee,Knox County,432226,470313
Tennessee,Lake County,7832,7016
Tennessee,Lauderdale County,27815,25633
Tennessee,Lawrence County,41869,44142
Tennessee,Lewis County,12161,12268
Tennessee,Lincoln County,33361,34366
Tennessee,Loudon County,48556,54068
Tennessee,McMinn County,52266,53794
Tennessee,McNairy County,26075,25694
Tennessee,Macon County,22248,24602
Tennessee,Madison County,98294,97984
Tennessee,Marion County,28237,28907
Tennessee,Marshall County,30617,34375
Tennessee,Maury County,80956,96387
Tennessee,Meigs County,11753,12422
Tennessee,Monroe County,44519,46545
Tennessee,Montgomery County,172331,208993
Tennessee,Moore County,6362,6488
Tennessee,Morgan County,21987,21403
Tennessee,Obion County,31807,30069
Tennessee,Overton County,22083,22241
Tennessee,Perry County,7915,8076
Tennessee,Pickett County,5077,5048
Tennessee,Polk County,16825,16832
Tennessee,Putnam County,72321,80245
Tennessee,Rhea County,31809,33167
Tennessee,Roane County,54181,53382
Tennessee,Robertson County,66283,71813
Tennessee,Rutherford County,262604,332285
Tennessee,Scott County,22228,22068
Tennessee,Sequatchie County,14112,15026
Tennessee,Sevier County,89889,98250
Tennessee,Shelby County,927644,937166
Tennessee,Smith County,19166,20157
Tennessee,Stewart County,13324,13715
Tennessee,Sullivan County,156823,158348
Tennessee,Sumner County,160645,191283
Tennessee,Tipton County,61081,61599
Tennessee,Trousdale County,7870,11284
Tennessee,Unicoi County,18313,17883
Tennessee,Union County,19109,19972
Tennessee,Van Buren County,5548,5872
Tennessee,Warren County,39839,41277
Tennessee,Washington County,122979,129375
Tennessee,Wayne County,17021,16673
Tennessee,Weakley County,35021,33328
Tennessee,White County,25841,27345
Tennessee,Williamson County,183182,238412
Tennessee,Wilson County,113993,144657
Texas,Anderson County,58458,57735
Texas,Andrews County,14786,18705
Texas,Angelina County,86771,86715
Texas,Aransas County,23158,23510
Texas,Archer County,9054,8553
Texas,Armstrong County,1901,1887
Texas,Atascosa County,44911,51153
Texas,Austin County,28417,30032
Texas,Bailey County,7165,7000
Texas,Bandera County,20485,23112
Texas,Bastrop County,74171,88723
Texas,Baylor County,3726,3509
Texas,Bee County,31861,32565
Texas,Bell County,310235,362924
Texas,Bexar County,1714773,2003554
Texas,Blanco County,10497,11931
Texas,Borden County,641,654
Texas,Bosque County,18212,18685
Texas,Bowie County,92565,93245
Texas,Brazoria County,313166,374264
Texas,Brazos County,194851,229211
Texas,Brewster County,9232,9203
Texas,Briscoe County,1637,1546
Texas,Brooks County,7223,7093
Texas,Brown County,38106,37864
Texas,Burleson County,17187,18443
Texas,Burnet County,42750,48155
Texas,Caldwell County,38066,43664
Texas,Calhoun County,21381,21290
Texas,Callahan County,13544,13943
Texas,Cameron County,406220,423163
Texas,Camp County,12401,13094
Texas,Carson County,6182,5926
Texas,Cass County,30464,30026
Texas,Castro County,8062,7530
Texas,Chambers County,35096,43837
Texas,Cherokee County,50845,52646
Texas,Childress County,7041,7306
Texas,Clay County,10752,10471
Texas,Cochran County,3127,2853
Texas,Coke County,3320,3387
